text,is_toxic
ugly truth talk like thug act like thug walk like thug live like thug die like thug live sword die sword not hate player hate game not innocent little child walking street got shot back cannot blame parent must look individual case adult kind music listen kind video view role model environment affect enablers associate importantly accountable action unfortunately day chose wrong pathway fate cannot rob store call shoplifting heck might well call borrowing without permission not first crime probably many unrecorded not caught negative action mike brown mb cannot assault another human without consequence say playing no big deal childish get real folk riot looting attack threat nothing mb culture feel entitled use excuse propaganda find excuse commit crime name no justice no peace hand not shoot please culture need stop pant ground pant ground looking like fool pant ground hat turned sideways gold mouth looking like fool pant ground let say not race not lack justice justice naturally street usually end tragedy result immature no respect thug believed could use size intimidate probably school know street real parent around would not called mb childish not nor childish behavior behavior felonious criminal frank would probably cost life elsewhere different time real parent would stated son wrong store clerk fact evidence show son assaulted officer posed threat going officer shot fired may son rest peace action not condone consequence due choice action unconditionally love son however also forgive officer apologize store clerk hope family people move learn action live dictate consequence positive negative would also like support alternate method event happen using nonlethal weapon rubber bullet taser mace etc truly support change no silence no violence no sugar coat human race need accountable say lastly officer racist shoot mb without rhyme reason fact targeted mb dj black decided gun mb back front even though surrendered peacefully hand raised would side mb support cause unfortunately evidence thus far not support paragraph question would still reaction officer female question would still reaction officer blackafrican american question would still reaction mike brown gunned peer race question would still reaction mike brown white question would still end result death mike brown productive home work school running street people nothing world dangerous sincere ignorance conscientious stupidity martin luther king jr think safe say living dangerous time simple fact proving martin luther king jr quote unfortunately coming race supporting lost cause people cry wolf mj please repost﻿,1
want shoot hardly wait till one kid get trouble police get killed,1
make damn angry worthless thug got shot protest animal looting tearing shit neighborhood everyone think black community fucked fucked,1
stfu muslim piece shit cop fired ten round as better still let cut head pour pig blood throat willing bet dirty fckn islamic bastard set fire not even black,1
want know shot back front pretty much tell story shot back none rest matter,0
christian rock,0
michael brown home angel street devil no altar boy death,0
peggy tip hat,0
death ti white devil,1
shoot apprehend easier said done evidence presented michael brown still attackin darren shot twice people misconception like movie one gun shot anywhere body disable attacker false belief case people still attacking running shot time god sake cent shot time alive attacked ft somthing pound person back hard say im goin shoot apprehend michael brown copnducted like gentleman would not happened aggresive piece shit muslim shit head not better filled rage not answer anything progression come tolerance not violence,1
cuumm dowww heeeeerrrr lol come,0
love peggy,0
not want son death vain let u burn bitch stupid fuck destroying livelihood peaceful protest fucking as,1
thought deal situation driver working thing came getting car getting driver stoppes car come clean road self justice something support irrationally rationally,1
agree joe cop extremely difficult job not many qualified handle yes lot good cop however intelligent unplugged matrix joe always claim seems completely unaware ignoring reality country corrupt prison industrial complex tie failed judicial system well racial agenda behind police brutality,1
something wrong voice,0
brave woman brought tear eye,0
good cnn anchor ever seen,0
michael brown not positively identified assailant store supposed robbery darren wilson not aware robbery time encounter clearly racist unsubscribing,0
since start giving fuck joe rogan say anything not used make people eat bug shit social commentator come fuck,1
wtf not guy got mugged iphone ferguson video hilarious,0
move tazed arrested,0
okay literal fuck skittle tea lean,1
mother told thing god bless woman,0
californian deserve backup since elect people allow happen without consequence tried lived would shot runned,1
stupid nigger,1
know worse late work shot killed,1
watch video stef mention know truth fucking evidence need start happened whole thing started car kid ran cop ran kid turned around charged cop cop freak fuck start shooting kid come coming cop eventually got hit head end,1
drug,0
one thug named brown rushed cop frown six bullet later met creator homies burn town,1
would really love see car snow plow drive straight protester,1
childish cop sleep night,0
im white person always thought everyone treated fairly blm creating bunch bull threatening life others making harder cop take bad guy maybe not drawing weapon fast enough killing spirit hero killing spirit not putting enough comply no rushing burning house type thing bad cop neighborhood gang neighborhood heat taken emboldening not spirit life matter form racism blm causing feeling black life not matter peggy gave hope still hope still intelligence black community maybe still live together one less white guy willing join kkk peggy not blm,1
hey rogan tell good cop put bad one jail,0
staged event fake riotsdivid conquerfake news,0
kajieme powell shooting video disturbs many reason link video mentoned,0
arab piece shit acting like get harrassed parent store yet act like get treated like black people lol people steal store moron piece shit,1
cannot shoot tear gas professional soldier member public country absolutely fine,1
arab dude absolutely right not shot extra time shoot he attacking would stop attack shoot twice still attacking six time shoot kill opinion,0
rocket launcher take care lightly armored vehicle lol,1
perhaps start teaching black law education important instead treating special snowflake,1
white guy really concerned plight black community doubt spend time hanging around black guy community see world reacts react world not time either secondly think anyone even hoped drug charge feeling gunshot first fleeing shooter kind fantasy live must think black shit anything survival mechanism world would not police officer right thing give u comfort life want believe cop story another story cop get start cop harassment type antic cop kid give year old fat fuck think whip everybodys as sas hit kid door dumb as kid instead passing getting officer fired paid dollar injury push door back officer grab neck scuffle incurs kid fire punch grill black guy hit pretty hard see boxing cop see red open fire kid run foot far as get body reminds fat as not sprinter maybe shot starting set want negotiate cop executes lawful maybe story make sense,1
completely idiot minutrs fame,1
awesome job law enforcement send disrupt tear islamic extremist radical america thanks,1
black man say needed black life matter message needed not either orits,0
understand anger war not answer,0
think nit upset white people much black people get shot police every day would ignorant fuck racism nit problem militarized police seeing police culture sick disrespected police black man use violence best bet logical america fight back despite colour skin go furgson next time bring gun shoot back,1
much good data wish presented without speculation marijuana blunts emphasis rap lyric youtube video know friend could not ever hurt anyone guilty saw video saw take cigar shove guy way no reason try bring culturally normative thing admittedly ridiculous not indicate actual violence including rap lyric often complete bull otherwise done amazing job collecting wide range fact putting together generally great presentation thank greatly appreciate fear much good material dismissed due emphasis item admit really not mean anything,0
people ferguson loot oly thing goverment care economy fuck n make effort stop crooked cop,1
good,0
stefan molyneux sir dumbest smart guy ever researcher research enitre history blackman america understand thing way detachted reality comical,1
oh man thug life typesyou hilarious seriously fuckin riot look take three dollar pocket knife back pawnshop pull pant stop playing basstracks sedan rim cost car sit as back office belong criminal life not,1
guy love guy spends minute telus roll blunt,0
people sick man speaking truth yall mad trying justify young boy nothing shot killed smh yall devil disease earth glad sun burn ass extinction planet back half animal half devil cave beast,1
no racism equally worthless full metal jacket,0
gun use rubber bullet stupid russian news channel,1
liberal nonsense,1
body cam also air police run day day not cop screw,0
dat mask tho,0
confederation ill back,0
let steal convenience store let go punch cop face get shot time let get black people white apologist run around street setting building fire fucking dirty gutter rat living welfare causing violence look rest black people live dirties ebola plague ridden continent lucky white country come cure dumb ass,1
fuck mo kansa city,1
legal system inherently racist cnn reporter,1
wonder would twist slaverythe truth year slavery one sided bet fox news pay record,0
right loot right private property right destroy public property play victim card nothing change,0
not tazers,0
mr brown side oh dead,0
amen tell like sister amen,0
crazy thing thought office never anything want random people,0
watched zimmerman case video full shit smell hate seeping bringing rap music listens soundcloud nothing make charcter look foolish dangerous possible ever want respond fuck az wellyou go much effort destroy mike brown character bringing smoking habit nothing got shot tone perfectly chosen word use really make brown look like unstable look much detail u went trhu slay brown character,1
god narrator annoying lisp,0
law enforcement not trained shoot apprehend trained shoot kill thank wilson killing punk bitch,1
johnathan gentry november pm · no winner loser case heart prayer go michael brown family darren wilson family current leader seek make racial issue try divide country worker satan,0
mike brown criminal thug fuck,1
yeah right white shot black hell break lose black shot black no protest maybe start protest black shotting black buy thier story,1
lol trayvons online name nolimitnigga people got mad piece human trash like got shot,1
war year please war started three quarter million american died stop bitching,1
man zionist jew look ypu see jewnesss face cnn employ zionist sympathiser neocon racist wolf blitzer emplpyeee,1
anyone know irradiating commercial strawberry seed mine wont germinate,0
call anarchist defend cop shooting unarmed civilian highly disappointed beginning video referred square not know blunt much worse stefan incredibly touch evidence complete ignorance towards blackhip hop culture slang start smoking blunts listening hip hop would likely gain enlightened understanding life like lower class america,0
plenty white people care exact view woman deemed racist stopped caring,0
guess never done anything wrong life according analysis police right shoot six time make sure dead already dead proud officer tell everything hope child,0
protester suck,1
maybe not know exact story understood supposed case grown man shooting kid not supposed racial guy letting hate whether anti black anti white seem forgetting going police officer shot innocent kid want justice not fckin race moment pick race side become fckin joke dont give rat as many black killed white vice versa want know fck police officer walking free emptying motherfckin gun child,1
hilarious seeing moron get hit car,1
comment nothing topic videobut someone please set stefans rapping actual beat would epic,0
mansur ballbey not thug worked fedex not house served warrant not video brandishing gun shot back illegal u police officer st louis pd not releasing data know shot killed error ballbey no criminal record hubbard illegal going national tv slandering ballbeys son frankly would sue,0
fucking dumbass attention whore causing problem,1
not brown daily killing nonwhites white cop reality,0
could not help laughing started reciting rap lyric good,0
bitch talking people like dylan roof james holmes jared loughner jerad miller tim mcveigh jared loughner jim david adkisson paul hill scott roeder frazier glen miller jr elliot rodger buford furrow john r houser etc right,1
freaking people still racist police still awful,1
dirty mongrel,1
black life splatter,1
experienced racism side racist white,0
arrested blocking highway want protest somewhere else,0
would’ve satisfying someone threw molotov middle group,1
mr hubbard get jamyla bolden died needlessly,0
obstructing interstate commerce federal felony offence cop useless blm democrat modern version racist terroristic kkk also created not protester rioter driver first row car wimp imagine dying ambulance stopped traffic jam mile long,1
iz not nuffinz,0
nicely done,0
cannot stop revolution well year would say done pretty good job far,0
truck foghorn,0
not county go back middle east county b,1
no dumber people earth american,1
run,1
great vid,0
love rap section,0
tell breaking law blocking interstate traffic let get hit vehicle told leave not driver vehicle noy charged injury incurred billed retard standing street,1
darren wilson stand trial prove acted self defense jury open court law george zimmerman michael dunn could not grand jury operates secret cannot trusted no government trusted operates secret,0
guess suck construction worker show prove entire video wrong,1
criminal kid get shot police almost everyday plus mike brown bad criminal record started fight,0
u government killing population,1
parent one kid failed one job parent dont raise cunt,1
guess misread joe ever seen anyone put place swiftly eloquently not even sure realizes,0
living final day going get worse,0
run black cunt,1
leave video sometimes truth hurt thank posting video,0
black,1
not let elite divide conquer tactic work want keep u racially divided never rise,1
thus collapse usa two possibility considered whereby one boil dictatorship evil reprisal possibility may new reconstruction people fundamentally conscious responsibility attain government really everything bring effective valuable new start whether actually occur currently extremely questionable presently totalitarian manner everything directed towards interest economic military political cultural – well towards strict fundamentalist religioussectarian – based enormous lie devious misanthropic criminal felonious machination every imaginable regard also mean population usa spied upon secret service even severely within neighbourhood forth every possible manner restricted freedom addition violence emerges form openly covertly﻿,0
thank right onblack people going vote democrat yearthats race baiting aboutdemocrats rallying basesmh,0
sad god still control know tired michael derren wrong right god know let last judge,0
fucking douche bag,1
going viral already viewed police u,0
cnn joke,1
found channel one favs already thank u vids r excellent,0
flat racist say one race cannot represent another equally majority black voted white people mean black voted not vote best interest elected white official cannot represent black voter put himher office,0
thank finally powerful voice truth black community black killing perpetrated black part even black murder nonblacks not directed innocent black citizen rather drug gang related donald trump star parker hope aware peggy hubbard comment address issue honestly need seat table m hubbard trump campaign administration race monger like obama eric holder pelosi reid jessie jackson al sharpton naacp congressional black caucus congressional democrat ethnicity level government mainstream medium conspired last year turn viable black community governmentdependent ghetto knowingly advancing false narrative systemic white conservative racism perhaps greatest accomplishment destruction black nuclear family seventytwo percent black child born single mother get married limit number child obama progressive gladly extort taxpayer money take care illegitimate child exchange guaranteed vote keep power master plan policy insures generation newly created disaffected dysfunctional adult necessarily become democratic voter race hustler mentioned reacted way black black killing could go neighborhood power wipe gang minimize drug use give community real “hope” “change” never happen need black community dependent feel hopeless order maintain power control living good life back people deceiving thinking care think – purveyor lie damn lie could not make race issue past year would get “real” job like rest u,0
thanks voice sanity black community peggy,0
guy hired idiot,1
bored stupid kid,1
ran everyone,1
sure avoid getting guy taxi cab,0
upset court ruling ur upset close whole freeway go main cause airline ticket america freedom speech active right,0
scroll comment see bunch racist comment look trump supporter sits patiently hate ok seriously lot people saying wrong say “yeah kinda is” people saying “ it’s they’re black” think african american people innocent nothing wrong,0
united shit america collapsing good,1
great video although wish wouldve focused shit police thing keeping rioter supporter complete idiot,1
think kill,1
not dude got knocked phone stolen ferguson,0
cia agent provocateur operative kickstart riot new american civil war not african american rehearsed ebonics transparent,0
also love show picture brown angel not tug,1
saying minute could easily rap call duty white kid play btw pretty sure eminem sum white lyric go racism,0
mike brown father made say boooshit,1
dear peggy please mother run president,0
actually shout fire crowded theater christopher hitchens demonstrated talk free speech look interviewee correct cop serve public not way around consistent serving public police department represent public race ethnicity rank hire bunch big tough black guy police department fewer black shot death puny white guy felt humiliated got bitch slapped teenager,1
everyone want next mlk issue not problem u anymore require another mlk,0
guy idiot best lost already bozo,1
man intelligence average black man cannot comprehend like dog trying figure man make house,1
real strong black woman not afraid speak truth,0
white racist always comment section glad white exterminated another year no white peace earth,1
corrupt police harmed not safe defend self fighting back shooting dead get will ready cause catalyst fact citytowngovernmentusa catalyst pot boiling many year generation bring equalizer door step also purge feel effect,1
robbing store big man play fire get burnt police job,0
stuff like one reason people associate violence danger black people,1
ram prick,1
youtube comwatchvyfbbtdvhg research not come across information white construction worker witnessed mike brown shot hand,0
tellin fact steal swisher sweet value lifejust admit racist quit bunch faggott bitch,1
people seen mississippi burning way many damn time,0
good one stefan,0
run,1
update apologize fair report,0
kid would beat shit,1
someone say way black people behave no wonder ferguson shitty place black people u fucking lazy saying countless example life grandmother got black house nurse bitch nothing day grandmother complained agency sent different woman not black cleaned entire house hour mom work hospital nurse black co worker constantly nothing lazy not black people like one best friend black like like brother fuck expect get everything want ancestor slave well hitler killed ancestor see sagging pant cry like stupid bitch like stupid black people inequality representation probably black people generally lazy lack skill required hold position household income tie previous point lazylacking skill lower income job dropout rate school need taken black people ferguson hold high paying job not even graduate fucking high school worse healthcare tied low income money better doctor inequality enforcement give one completely unfair however looking black officer frisk mostly black people well hmmmm interesting maybe,1
nigga love victim situation separate black people need,1
someone get milk,0
dumb mf,1
basically talking black life matter guess looting rioting take place asshole whose robbed druged community hit point cnn belief police brutality want reform know there racism also know nobody going take fucking second look black right till black people take stand self destruction,0
need shoot racist fucktards,1
hope god guy still not falling ol banana tailpipe bullshit news giving,1
please slow cant tell sped m scully talking really quickly great video great information little fast,0
know crazy actually came across video bitcoin trying learn knew looked familiar took time look mike brown personal profile specifically soundcloud think guilty representing wrong light maybe stealing still not deserve die fact white people like continued insinuate ridiculous show clear lack empathy sympathy seems like animal think especially offensive looking back video year later hiphop rnb black culture biggest thing medium still dont understand perspective say trayvon martin making lean video show ignorant truly well sprite fanta carbonated drink used making leannot tea,1
obviously rapping not crime face indicative poor character aesop rock rap not rap murdering people beating shit people fun rap stuff stuff speaks volume character want perceived world absolutely relevant,0
peggy love video use stand black life matter using excuse get away crime know lot good black would like voice heard voice silenced nationwide uproar black life matter afraid say something could next victim,0
word provocateur,0
least favorite test tube video far,0
couple thing missed side argument firstly yes guy dead dead crime sceneof course not cover body secondly officer seems not called incident based multiple source odd addition make no excuse strong armed robberybut not understand money weed need rob cigar regardless not excuse getting shot street even ignore eyewitness account assume lying shot blatantly excessive lastly admit rapping not law mentioned rapped not law thing come close smoking marijuana course legal state getting fight teenager always,0
protester throwing stuff reporter,0
run,1
run,1
shocking truth come light,0
someone please turn autotune rap song stefan molyneux please,0
awesome woman,0
major difference zimmerman case one shooter zimmermans name not withheld taken custody news medium able document zimmermans injury immediately case handled horribly lack immediate transparency even everything true po questioned coverup also community history police abuse missing video alleged abuse occurred response medium peaceful protester also showed complete lack understanding escalation unlike authority dealing potential zimmerman looting riot pd case attacked protester rather station near looting target protect business criminal always take opportunity distraction like storm blackout protest loot authority know know great propaganda protester seen cause looting rather pd failed protect business also illustrates nd amendment valuable business owner depended pd protection got looted business owner depended right bear arm not looted,0
tip hat class lady well spoken,0
people not realize blocking road pissing people not get people onto side,0
alright entire case crap people saying white people racist calling bad name racist would like call u extensive investigation prove boy death self defense however not defending whole kkk thing defending helpless citizen ferguson boy died not care white black care people ferguson treating town really cared incident would hold memorial express feelingsthis not helping get justice really matter boy dead something done grand jury decided,0
dont like generalization used rant main point right chris rock said best black people niggaz nigga morn killer got gunned street black person mourns loss innocent human life little girl got murdered based comment black nigga ratio dropping,1
heard billionaire funded organised riot fucken suck joke,1
whether right wrong michael brown case nothing left wing policy please stop conflating issue,0
showed violent protest,0
peggy hubbard president,0
believe whatever wanna believe not care say bassem masri idiot,1
holy shit thought trayvon martin supporter imbecile michael brown clown must dope,1
policing problem protested caused black criminal let u not forget blame address elephant room,1
ahhhhhhhi love country,0
vile cunt,1
tear gas geneva convention hahahahahahahah,1
agree said cannot trust police not arrest crooked pedophile protecting treasonous politicans thing military people,1
blacklivesdontmatter,1
cnn youse guy going far tell bad going happen bad going benefit not care much money ellen better like rest careful put put russia careful kid,0
obama saying exactly lady saying instead defending thug clean language however,1
stefan excellentyou obviously better understanding event surrounding unfortunate event presidenti call unfortunate officer wilson life destroyed job fear police hesitate finding rapidly growing situation thank indepth honest dissertation tom kelver seek help go back school get drug,1
omg putting telling truth hard true,0
man stefan,0
people would take step back not make case not anyone except two people situation lump mess take matter hand make kind protest selfish without rational thought investigation guy video heavily emotional hyped want heard get heard press never reasonable discussion kudos smerconish keeping level whole time letting masri make fool dare tore city protest make dishonor entire incident hate way since police brutality become epidemic wish everyone would stop pretending like knew exactly going no measurable amount people honestly witnessed incident none u clue way whole issue swung grand jury informed trust majority rule right course action let also thank police officer america actually serve protect even bit jerk pull respect job know someone many people going pout held accountable action people hate police need officer two around emergency,0
pepper spray create dangerous situation motorist get put jail isn’t peaceful protest infringing upon citizen right move freely cannot due blockade called protestors creating dangerous situation,0
stefan molyneux not give rounded view simply wanted use old tired ploy discrediting michael brown no sane person would believe officer wilson perfect angelic white man no person exists not privy questionable characteristic cop rest assure human nature spite brown smoking weed stealing blunts even rapping bitch gun etc not justify someone unarmed shot many time desensitized culture hip hop white people also monetarily benefited,0
burn tear gas oc pepper spray,0
smirconnish evenhanded guy world guy masri idiot,1
dont understand black community want rally behind wanna thug video guy robbing store came would thought protester would gone home michael brown turd crowd full racist hate white community,1
right finally sane opinion event black bastard soooooooooo ignorant running around yelling looting carrying like la riot old shit,1
real criminal wall street guy steal money inmate every penitentiary every dreamed stealing,1
see bunch ignorant fuck trying hardest turn racial thing never racial thing start self defense plane simple attack cop as going get shot,1
surethey totally looked factual evidence trial like special treatment hey knew going happen not,1
peggy hero,0
god bless police,0
shit serving medium concocts story white cop kill innocent black teenager bullshit get black community arm burn shit downmore story useless talking head get front camera least week see black white crime reported newsno national attention no federal involvementwtf black men need stand father stop looking excuse fuck yall yall,1
teen face life prison pot brownie year old man get arrested feeding poor police officer set free no charge whatsoever killing teenager not people see wrong,0
molyneux tête de noeud,0
accelerate go fast enough no one able film plate time,1
u police logic shit brick shoot quick call army nuke,1
yep muslim bitch,1
fucking brain dead let nazi police scum bag take,1
trés tote hilars vid grip revolutionary regular poster afropunk seventeen massive corporate sponsor revolution start sponsored following multinational corporation ha ha ha virtue signaling satire practically writes,0
blood street worried word getting tired way mainstream medium treating u like idiot follow condescending irrelevant distracting disparaging narrative step cnn,0
focus happened officer confronted brown lead death nothing else matter focus,0
find satisfying reason,1
section lady gentleman see black people misbehaving wonder would happen everyone rioted court decision not go way,1
real black leadership real revolutionary radicalism,0
white moveout ferguson let u see nice becomes east st louis detroit baltimore thing happened look city,1
buy ak shoot usa copa,1
inanimate object police car resilient getting completely flipped set fire,0
black cop kill white kidblack kid kill white cop anyone riot protest engage national news no race not mentioned either circumstance think ask question answer honestly real racist country,1
lot people entire medium missing huge crucial point micheal brown even stopped first place day happened officer said mike brown walking street day later robbed convenience store despite fact owner say store never robbed officer apparently fear life pd claim seriously injured altercation mike brown even though video showing officer perfectly fine standing mike body hour shooting also mike body foot away officer mike apparently charged man police full shit cannot see shit made either bigot fucking idiot,1
shoot someone run lol,0
truly tragedynot death kid way city reacted not way get justice make matter worse malcolm x way handling thing not dr king way,0
not really race issue police brutality issue not first time cop like darren wilson not sent jail group police officer shot killed homeless white man not want leave spot home shot attacked k shot bean bag long dead even camera not go jail problem police keep ignoring get worse worse not try make excuse bad police officer behavior thankful one job right,0
run motherfucker,1
reason ram moved back los angeles,0
guy hero,0
truth people need realize accept michael brown action brought situation bible say justice not served fast not put justice people said no justice no peace word awakes scripture head deeply say cannot speak everything wish speak right long believe would say come right time,0
interesting informative,0
great interview,0
screw price crap think cool disrespect american flag,1
stefan like standup darren wilson though side event lose integrity give clean chit considering incompetent ferguson police turning,0
dude commits felony including assaulting police officer shot killed serious race riot distract fact cop job case closed justice served street day,0
shoot looter sight,1
arab rapping go ahead brolol getto,1
techno party,0
no leave alone not take,0
always easier second guess someone cop get lot training end day still human navy seal think human make mistake unless make robot cop continue mistake made also medium play big part issue white co killed black man black cop killed black man would not even make news probably need get long stop making everything race issue good citizen not issue cop young man not saint not gentle giant said robbed store probably thing happen cop explained god people involved know exactly happened,0
protester look like kid wonder anyone got license plate number pretty wild bunch kid could much damage infrastructure pathetically weak,0
published aug truth still uncovered know likelyyou cant assume know entire story investigated fed going investigate pd going back year not case think going know time go assuming know answer looked microscope misleading people,0
dirtbags including cnn,1
black life matter white life matter life matter,0
look like medium come bogus clam cause division side thing question not much not people see truth government planing medium fueling,0
much logic intelligence must mixed race intelligent white dna,1
put civilian perspective two people get fight one get shot go jail since cop protecting self micheal brown shot foot away daren wilson patrol car no way could not get self situation continued conflict two no reason shoot option like pepper spray tazer,0
finished video gaze upon racist bigot comment section make glad human,1
ana fuxking hot,1
forgot add timeline suspect also assaulted owner store threatens,0
people facebook tie isi terrorist group muslim extremist,1
show title not belong host name,0
history mankind people color creed culture found way rise ash oppression self betterment self preservation except black please enlighten unknown phenomenon,1
cannot wait jesus come back could take care b getting sick tired racist white people racist black people damn get along black man love white people black people away hate heart try loving hate gonna take u hell need come together god child not kkk black power u,0
run mdrfckrs,1
would kept going get hit get hit would slowly push way ppl need grow fuck,1
wow common sense refreshing great job stefan molyneux,0
lmfao dude taking like hear talking not know saying smh,0
well ya go young white man killed nonwhite say black cop no medium outcry almost no medium anything search,0
need come togather,0
wtf,0
idiot,1
stephan ive watching quite first post truth henry kissinger would interested hearing opinion man ty,0
bill cosby caused,0
love rogan no tear gas not geneva convention lol thats mustard gas burn rib inside vomit sorry say,0
know sayin wow,0
stefan molyneux please explain inquiry handling subsequent unrest circular language game pretty simple straightforward question seem avoiding unnecessarily hostile manner justification heavyhanded militaristic response looting would official handling situation decide initially block access area medium family member life area attest unprofessionalism hostility law enforcement handling early incorrect info please direct toward fact regarding still not understand went straight attacking respect logicwhen willing share thank advance hopefully wont continue insult whatever reason chose,0
one feral hoodlum put rest u no longer need fear thuggish behavior upset blame parent failed raise right provide proper supervision defective start either way sound like case quality control thank officer wilson job,1
let not news,0
loved trayvon martin video love one wish could deliver cable news maybe people would get truth,0
city full really really really dumb people cannot try reason,1
ever get situation run asshole overi,1
racist piece shit reach anything justify murder extremely shameful slant fact order justify racist biased view,1
coming towards officer thing charging officer person foot away no eyewitness saying,0
get shot time inside right arm palm hand not hand surrender position not consistent charging officer consistent eye witness account said surrendering,0
bear mace gas pedal,1
cnn mother fuckersfuck peace shit,1
burn public storage make sense,0
believe correct word caucasian not white let u correct every regard great report though love video,0
joe rogan idiot,1
watched kept muttering shoot shoot pull trigger rubber bullet hurt like mfer,1
wait rioting people standing boredly sidewalk guy gun middle traffic,0
criminal got shot great,1
really black people violent,0
huge wisdom anyone ear listen,0
black able white people rush hour traffic coming home job bring lazy ass watching tv getting high fuck people providing welfare yea white people sit jury rule police brutality shooting piss sure getting see side story,1
people talking stupid subject not care blue purple cousin killed drunk african driver left die go local news see rioting outside no sorry michael family truly everyone loos someone people get violent people post think people,0
bitch deported,1
thank stefan well put,0
hell even interviewing guy idiot,1
going pay store owner cigar big gigantic mike stole,0
dumb people,1
didnt attack police officer steal store expect,0
taser gun need,0
fuck thes cop pussy,1
happen would drive though n cop shit mess letting finish say like need get home work u see long line car holding people bullshit,1
dislike white people offended thought racism not issue anymorethink,1
darudesandstorm,0
would love see pussy go staten island spit cop would love see happen mike brown strong arm thug people burning ferguson eric garnier nothing wrong choked death no protest mafia controlled staten island no burning car nothing,1
wake black people,0
people country going learn not police enemy mediathey one lighting called fire stirring pot,0
interviewer right guy show respect paramilitary police killing getting away ha,1
man guy nothing bunch waffling nonsense coming mouth answer question,1
like turtle,0
spoke others want say,0
god look raw footage shocking ferguson riot watch see guy god hd,0
fucking idiot get outta waysome people gotta get work,1
awnser question aim leg,0
really sad story someone killed no reason racial war increase devil must seen officer victim guy caused action let u pray soul,0
deadly force fine line im not either side brutal there no winning,0
welcome new world order,1
saw article many case went pretty much one particular one making big scene,0
give key county snowplow get road open asap,1
yea beat white people rob black owned store cause massive riot wasting money bet yall not work stop wasting people money yourselfi hope every single person got shotthat not happen though sadly,1
somebody pick gun kill cop already la style,1
charge armed cop dangerous weapon,0
cop protester steal destroy thing not solving shit,1
peggy blessed much courage heart thank honesty passion matter whatawoman,0
community marching peace hand hand girl killed sitting home homework deserves least society let maybe al sharpton lead,0
wow need get shit straight never weapon pointed one vid ready position due riot understandable course action one know anything,0
michael brown much research see opinion man dangerous enough rob store without weapon dangerous criminal anything gentle giant proof show brown attacked wilson peace officer beginning not race issue government medium created race issue attack constitutional right anything,0
legend still yelling move,0
much hatred people,0
wow ahole make cnn interviewer seem reasonable balanced,1
ah memory btw brought firework,0
law protester blocking street leagaly allowed run,1
wrong mother fucker no shoot apprehend,1
legalize marijuana problem stop,0
fact prove thug,1
ireland v england riot hq,0
one part hard believe guy ran officer shot drug know would illicit type behavior pcp,0
virginia,0
easy point negative black man point good point white man shit corny wanna taken seriously tell fact good bad party know couple lyric picture showing middle finger doest justify shot time medium say controlled look around internet store owner micheal brown alledgedly stole cigar said wasnt micheal brown video bogus think everything happened cop v black men recent year make sen black man start beating policeman run away policeman start firing micheal stop rush back police gun drawn already fired shot pure bullshit,1
kill protester,1
cnn bullcrap,1
wowpeople like cannot say thing rightly say pc police get offended tag racist therefore no truth might speak given credencesociety know speaking truth magnifies like no one else could not elevating people like school board city council mayor state national office,0
exactly right stefan crime bad decision creates poverty poor unattractive area criminal not steal necessity get respect homies pathetic,1
video racist,0
character not matter unarmed killed hand damn could arrested not kill fuck let oj get away murder kill boy stealing cigar,0
would eating coal could roll,1
alllivesmatter,0
shibby dibby ignoramus as bitch,1
delusional moron anger justified mike indeed unjustly killed hand mike malicious person shooting justified rioting not justified no one know happened day riot taking place basis assumption,1
wouldnt waist time trying reason police spitting thug trying defend criminal brown losing matter grand jury made decision live,1
don’t care protesting one run punk ass’s hope get run tf,1
everyone know white people die cop black even though black get arrested double rate white less arrest end shooting less people killed police black courtesy fbi statistic maybe worry black commit much crime yet numbered general population oh ten year ago crime rate employment rate black better,0
good balanced unbiased videothis story sad smh,0
michael smerconish hack,0
remember sent national defence,0
time test police gun fire fire,1
stop advertising swisher sweet lol ur racist point blank,1
black tired killed nothing not weapon shut as white devil white people evil,1
masri unemployed,1
time sequence event wrong no call made report robbery officer darren wilson not dispatched crime scene even police chief said publicly,0
look mike brown world instrumental,0
clearly racist shrill canadian vegatable plant life box ivory snow truly know nothing negro race,1
thank,0
m hubbard absolute respect wish would run office level got bigger ball male politician call like bravo,0
honestly believe mike brown actually trying take cop gun cop sitting car would stupid think kid would charge someone pointing gun beast high high could mike go store everything else easilyepic fail sir not make officer take toxicology test officer obviously scared going use weapon per intimidated mike size officer not know mike stolen anything told dispatcher knew nothing shooting area get fact straight please,1
police cleaned mess quick nice,1
yall need stop acting like mike brown innocent guy never nothing wrong,0
case overshadowed cop murdered kid fake sword saratoga spring utah much outraged mike brown case murder happened utah deal cop provided non lethal weapon shooting utah unwarranted ran not know ran lunged police fake sword taken opportunity immediate action right ran shot time back know large group cop corrupt murderer nothing new though ran police many time teen cop pursue find hiding not put bullet back ending life said paper saratoga spring black population would say,0
well seeing looting protesting would say would not high exhibit poor decision making also not impressed anyone going college college not used pretty much extended childhood people go,0
people not get not want get shot not act like thug threaten police officer effin ridiculous excuse act like asshole oh good job destroying city,1
informative really appreciate video,0
brown isused excuse loot take people shit destroy neighborhood haaaa typical ghetto bullshit ya not even hood ya ghetto bitch collecting free rent govt fighting govt occupy wall street fagets nothing else go clean highway,1
