text,IsToxic,IsAbusive,IsProvocative,IsObscene,IsHatespeech,IsRacist,IsThreat,IsReligiousHate,IsNationalist,IsSexist
wait area majority african american not make since majority people pulled searched arrested area would african american well,False,False,False,False,False,False,False,False,False,False
people would obey law like normal human being would never happen winner,False,False,False,False,False,False,False,False,False,False
good quality,False,False,False,False,False,False,False,False,False,False
say sound spitting arab expression,False,False,False,False,False,False,False,False,False,False
pathetic pseudo philosophy vile little man,True,True,False,False,False,False,False,False,False,False
crazy everyone like video actually watching video min video min long lol,False,False,False,False,False,False,False,False,False,False
people know ground saying people ferguson saying not blackwhite thing cop stepping boundary said protest daylight peaceful tailgate like cop come militarylike overreactive fwiw,False,False,False,False,False,False,False,False,False,False
man good fighting back hope minority dont get rained national guard look wepons acting like war,False,False,False,False,False,False,False,False,False,False
love every thug deserves slug,True,False,False,False,True,True,False,False,False,False
gentle gentl giant,False,False,False,False,False,False,False,False,False,False
cruel mom,False,False,False,False,False,False,False,False,False,False
michael smerconish little bitch like subtly try insult guy guy laugh really show low cnn stoop garbage hole cnn become piece as sucking work michael smerconish guess no wonder home not watch cnn crap news network,True,True,False,True,False,False,False,False,False,False
people road goddamn kid,False,False,False,False,False,False,False,False,False,False
implying ferguson black elected appointed official white mean majority people ferguson not represented mostly black population would not happen voted support white official median income lower mo u whole population mostly black statistic,False,False,False,False,False,False,False,False,False,False
guess get away since label title police title label low life thug addict guess behind bar smh,False,False,False,False,False,False,False,False,False,False
good commentary perceptive fair,False,False,False,False,False,False,False,False,False,False
truth delivered courage conviction not political correctness reach heart mind honest productive hardworking people lady say like,False,False,False,False,False,False,False,False,False,False
mmh year already still moronic bullshit going shit as country,True,True,False,False,False,False,False,False,False,False
america day coming end emigration rate multiplying year mostly wealthy individual poor unskilled flooding unchecked goodbye america good run,False,False,False,False,False,False,False,False,False,False
freakin go girl,False,False,False,False,False,False,False,False,False,False
act like gentleman treated like gentleman someone not act like gentleman,False,False,False,False,False,False,False,False,False,False
michael brown rob store assaulted store owner fought police officer darren wilson police window went officer gun shot killed brown not shirt saying not armed happens criminal activity regardless color skin linch mob mentality not get way public pressure fact support brown activity day wonder brown wanted death suicide cop family could sue,True,True,True,False,False,False,False,False,False,False
omg started rapping lost lmao,False,False,False,False,False,False,False,False,False,False
wish much type protester come would arrested fined taught law,False,False,False,False,False,False,False,False,False,False
people say black play victim according comment fault elected officals racist white good thing going missouri racist white folk point finger take punk bitch power goin back racism deport everyone else,True,False,False,False,True,True,False,False,False,False
someone taken one team plowed right,True,True,True,False,False,False,False,False,False,False
thank speaking problem black community,False,False,False,False,False,False,False,False,False,False
awesome job peggy thank telling truth westandwithpeggyhubbard,False,False,False,False,False,False,False,False,False,False
find insane black people always play racist card every single little issue coincidental whiteblack situation case race nothing also say want justice go around destroying private property looting shop right mind would ask justice rob destroy people lively hood time though black community think perfectly acceptable black person kill white cop cop follows procedure defends self potential fatal attack get angry yeah black guy might not firearm could easily knife something value black people white law enforcement officer life equal understand officer defended self attack yes attack,True,False,False,False,True,True,False,False,False,False
mlk saw would cry,False,False,False,False,False,False,False,False,False,False
haha big old fucking made censor,False,False,False,False,False,False,False,False,False,False
rememberthe lootingstealing black purely gain free goodsall name mike brownyea rightit excuse stealpure simplea good concise introspective steffansome folk live grievancethis follows perfectly white guilt segmentkeep em rollin,True,False,False,False,True,True,False,False,False,False
need able call people gun ca citizen completely disarmed north hollywood bank heist would much shorter city people havent stripped nd ammendment right,True,True,True,False,False,False,False,False,False,False
lady first guest speaker al sharpton’s rally seriously,False,False,False,False,False,False,False,False,False,False
lmfao,False,False,False,False,False,False,False,False,False,False
police brutality affect everyone not black issue made black issue people not black tend stop listening end racial profiling police not fuck everyone police not care color not policeman fuck look youtube notice brutality not discriminate stop racial bullshit want cop finally held accountable powertripping action need realize playing whole black black black card make people not black feel less sympathetic every race issue,True,True,True,True,False,False,False,False,False,False
wow think going buy bullet proof vestshit black like everybody tryin shoot,True,True,True,False,False,False,False,False,False,False
police officer wearing camera lapel issue would open shut case,False,False,False,False,False,False,False,False,False,False
stefan fan rep river,False,False,False,False,False,False,False,False,False,False
anna dumb as n joe rogan no clue sayinganna go porn something n leave job one intelligent,True,True,False,True,True,False,False,False,False,True
run stupid as stupid enough stand middle freeway,True,True,True,True,False,False,False,False,False,False
white supremacy best,True,False,False,False,True,True,False,False,False,False
go back period big mouth moron,True,True,False,True,True,True,False,False,False,False
fucking commie not even know happened,True,True,False,True,False,False,False,False,False,False
hmm maybe there depth subject comment section nope bunch degenerate,True,True,False,False,False,False,False,False,False,False
moron talking peaceful burning nation flag idiot even though suppose old no knowledge baby making noise,True,True,False,False,False,False,False,False,False,False
excellent would mediaslaves u wait speak outso get lost next tragedy travesty happening going since thee origin usa nøbody free thee illusion real thee struggle experiencing collision experiment psychological warfare attrition typing thatalways aware baiting not allow create helter skelter,False,False,False,False,False,False,False,False,False,False
great footage wish news caster would shut minute police officer started talking let play outthat would much interesting hearing comment,False,False,False,False,False,False,False,False,False,False
sure people protesting actually protesting believe people taking advantage sad situation cause much chaos damage hurting community,False,False,False,False,False,False,False,False,False,False
oh politician style oratory peggy hubbard one short video ring message loud clearto listen ok england thankfully not gun culture seen enough american scene time know peggy drop hangwringing crap tell word written posted white housemavbe someone would listen act,False,False,False,False,False,False,False,False,False,False
fun fact not live ammo gun rubber slug,False,False,False,False,False,False,False,False,False,False
lmao not agree rioting violent protesting good stuff,False,False,False,False,False,False,False,False,False,False
massri need education,True,True,False,False,False,False,False,False,False,False
pepper spray cunt run,True,True,True,True,False,False,False,False,False,False
patient ever ambulance get injured worse can’t make hospital protestors liable die protestors charged man slaughter,True,True,True,False,False,False,False,False,False,False
police dont try shoot leg arm body part immobilize someone every time officer fire weapon using deadly force trained aim centre mass not part body,False,False,False,False,False,False,False,False,False,False
one best breakdown seen yet need slow think act thing,False,False,False,False,False,False,False,False,False,False
guy little biased sure maybe bring fact taser used could avoided forensics tell truly happened highly doubt mike brown needed shot six time calling back no one said cop hero handle two kid especially acted aggressively say cop completely right racist stefan come crazy cop held higher standard first cop mistake not calling backup second trying get door right kid lol not remember training u get space handle situation better uncle cop told also taser first move mike charging even pursued block away waited back,False,False,False,False,False,False,False,False,False,False
oh god fucking love arab guy wise word seriously someone open eye world see thing rare world today big fucking amen guy wake fuck america,True,True,False,True,False,False,False,False,False,False
nothing hypocritical movement claiming support black blocking probably hundred black trying get job feed god damn family,False,False,False,False,False,False,False,False,False,False
working poor white fear kid would profiled like whole life get searched every time get stopped no record love fucking hope better kid,False,False,False,False,False,False,False,False,False,False
testtube please explain black get stopped searched white white get make population get searched time black make population get searched time pretty obvious white likely get searched want explain find someone team actually remembers basic grade school math could go wrong video seems already explained others seriously enjoy watching channel bias strong one almost made want unsubscribe,False,False,False,False,False,False,False,False,False,False
hell care people peacefully protesting police feel threatened gonna act say blow fucker face tg follows riot,True,True,True,True,False,False,False,False,False,False
omg dumbass protester preventing cop job whining really really hate people protest like edit look ugly as black girl big eye,True,True,False,False,True,True,False,False,False,False
one thing think people forget riot ferguson human combat mind wrapped race not focused enough people,False,False,False,False,False,False,False,False,False,False
remembermichael brown young teen boy happened built like linerbacker robbed convenience storehe pillar community,False,False,False,False,False,False,False,False,False,False
understand committed robbery offense deserve die put jail not end life trayvon martin going buy skittle not deserve death either totally biased white would labelled troubled teenager peer pressured commit crime,False,False,False,False,False,False,False,False,False,False
cop mooing people beginning,False,False,False,False,False,False,False,False,False,False
man stef spitting fire hot enough make dylan jealous,False,False,False,False,False,False,False,False,False,False
michael brown asian name would dindu nuffin wong,True,False,False,False,True,True,False,False,False,False
fucking fuck cannot even defend properly joke,True,True,False,True,False,False,False,False,False,False
ignorant,False,False,False,False,False,False,False,False,False,False
idiot reporter survey percent black involved following gang activity shoplifting car jacking robbery robbery assault teenage pregnancy,True,True,False,False,True,True,False,False,False,False
moly loooooooooooooooooooooooves cop witness also clueless riot also decade police violence repression areaalso ignorant effect marijuana,False,False,False,False,False,False,False,False,False,False
every time interviewed person noticed ghetto clearly see education preschooler ever protested incredible stupid stuff dr martin luther king jr would disappointed respect ignorant black people like always ruining thing say not anything always victim wake stupid guy not one making america look stupid,True,False,False,False,True,True,False,False,False,False
cannot tell racist cop dumb guy messing cop hate make michael brown seem like holy man not not make right kill confusing,False,False,False,False,False,False,False,False,False,False
wonder big crater thug brown made street met final shot melon get sew blm truth fact not shit kitchen get right direction toilet,True,True,False,True,True,True,False,False,False,False
michale brown got asking black protestors racist white happening,True,True,True,False,True,True,False,False,False,False
always good moderate understanding saw woman scrubsscrew black life matter movement hope dy,True,False,False,False,True,True,False,False,False,False
anyone tell racist white man shoot black man not racist black man shoot white man case turn instantly racist one make no sense,False,False,False,False,False,False,False,False,False,False
national guard called hint riot national guard really spook rioter,False,False,False,False,False,False,False,False,False,False
not give fuck protesting not block fucking traffic cunt piss everyone elses day honestly cunt law intentionally block traffic driver reserve right run fuck quickening darwinism process anyway,True,True,False,True,False,False,False,False,False,False
not want justice see mob mentality action guilty no matter grand jury say no matter evidence say let u hang nearest tree officer right need learn speak proper english get job bigger racest white crowd would jail,True,False,False,False,True,True,False,False,False,False
racial profiling police intimidation robbed store got killed result fucking excuse man black people not get arrested commit strong arm robbery black people get violent not fear getting put like animal actually said not worry warrant lol fucking piece human garbage,True,True,False,False,False,False,False,False,False,False
look ready cut head must isi sympathizer going say maybe care issue hand want go loot store fuck shit,True,False,False,False,True,False,False,True,False,False
people get killed cop usa every year cop would kill many country would streat protest no matter dead man white black comment many white people dont give fuck dead black man dont get every unnecessary dead mater,True,True,False,True,False,False,False,False,False,False
fuck medium bassem right find something real investigate exaggerating want view money fuck selfish fuck people disgusting not know bare nasty self,True,True,True,True,False,False,False,False,False,False
keep letting real people get front camera truth told purest form,False,False,False,False,False,False,False,False,False,False
not protest,False,False,False,False,False,False,False,False,False,False
news fucktardspuppet playersall paid liar,True,True,False,False,False,False,False,False,False,False
agree report certainly think event went ferguson need investigated statistic support targeting particular race number stop search certainly explained away fact population region particular race given greater opportunity someone stopped likely going race think analysis would need conducted make collation not saying race not factor saying statistic misleading need considered thoughtfully stating support statement,False,False,False,False,False,False,False,False,False,False
moral story not reach cop gun probably gunna get shot white black,False,False,False,False,False,False,False,False,False,False
hey last week kansa city mo black man snuck retirement housing broke house beating year old couple death went outside attempted hot wire antique car three neighbor came townhouses mr howell afro american took gauge shot gun executed blowing head one armned known felon gotten previous murder charge could not find young girl bodynow ok ol white peoplecaucasianswhere al sharpeton jesse jackson,True,True,True,False,False,False,False,False,False,False
sue time wast,False,False,False,False,False,False,False,False,False,False
spin way want could thug police officer would not know either way unless previous offense remembered not not weapon police trained not shoot six time fact never truly know fact go sign petition police officer wear camera chest no debate seems threatening,False,False,False,False,False,False,False,False,False,False
thumb upped video clarify joe rogans commentary not ignorance ana spews not mean ignorant necessarily disparaging mean not really understand situation,False,False,False,False,False,False,False,False,False,False
would walk right past cop pepper spray boy cannot wait free pas beat protester as,True,True,True,False,False,False,True,False,False,False
people saying cop justified here new video witness saying mr brown hand,False,False,False,False,False,False,False,False,False,False
check tube post black man go epic rant ferguson rioter although message delivered childish cartoonish emotion one african american get,True,False,False,False,True,True,False,False,False,False
dems big as gun 😂😭,True,True,False,True,False,False,False,False,False,False
u job fucking loser get way,True,True,False,False,False,False,False,False,False,False
since know never held hand anyone raise hand show police ferguson racist scumbag watch tv count lot racist scumbags,True,False,False,False,True,True,False,False,False,False
time would want see sniper bush start picking one one,True,True,True,False,False,False,False,False,False,False
every time not agree police going go burn everything no relation not agree call protesting people fucking stupid deevolving,True,True,False,False,False,False,False,False,False,False
police car far away body officer realy good shot assaultedthis b wake believe deluded start vid pointing medium portrayed gentle giant go use similar tactic discredit mb ref pot making rap music guy making vid dad would leave town ever,False,False,False,False,False,False,False,False,False,False
agree time race war,True,False,False,False,True,True,False,False,False,False
sad watch youtube video get non biased report going ferguson thank,False,False,False,False,False,False,False,False,False,False
no state no cop no cop no shooting state problem right anarchocapitalists like steffan agree nonsense,False,False,False,False,False,False,False,False,False,False
said nigga way many time,False,False,False,False,False,False,False,False,False,False
yall racist fuck god please bless america,True,True,False,False,False,False,False,False,False,False
focus roll blunt mj not cause happens much like non criminal type criminal type also smoke pot pot absolutely nothing fact walking not driving important bring pot relative intel yes criminal tendency smoke pot criminal also tend smoke cigarette drink,False,False,False,False,False,False,False,False,False,False
white weak,True,False,False,False,True,True,False,False,False,False
statement think ali sheep butt fucker masri take ak go fight syria,True,True,True,True,True,True,False,False,False,False
useless cop talk protester instead breaking head,True,True,False,False,False,False,False,False,False,False
integration black people school business bank integration lost every thing,True,True,True,False,False,False,False,False,False,False
useless people standing middle road screaming useless shit,True,True,False,True,False,False,False,False,False,False
ugly truth talk like thug act like thug walk like thug live like thug die like thug live sword die sword not hate player hate game not innocent little child walking street got shot back cannot blame parent must look individual case adult kind music listen kind video view role model environment affect enablers associate importantly accountable action unfortunately day chose wrong pathway fate cannot rob store call shoplifting heck might well call borrowing without permission not first crime probably many unrecorded not caught negative action mike brown mb cannot assault another human without consequence say playing no big deal childish get real folk riot looting attack threat nothing mb culture feel entitled use excuse propaganda find excuse commit crime name no justice no peace hand not shoot please culture need stop pant ground pant ground looking like fool pant ground hat turned sideways gold mouth looking like fool pant ground let say not race not lack justice justice naturally street usually end tragedy result immature no respect thug believed could use size intimidate probably school know street real parent around would not called mb childish not nor childish behavior behavior felonious criminal frank would probably cost life elsewhere different time real parent would stated son wrong store clerk fact evidence show son assaulted officer posed threat going officer shot fired may son rest peace action not condone consequence due choice action unconditionally love son however also forgive officer apologize store clerk hope family people move learn action live dictate consequence positive negative would also like support alternate method event happen using nonlethal weapon rubber bullet taser mace etc truly support change no silence no violence no sugar coat human race need accountable say lastly officer racist shoot mb without rhyme reason fact targeted mb dj black decided gun mb back front even though surrendered peacefully hand raised would side mb support cause unfortunately evidence thus far not support paragraph question would still reaction officer female question would still reaction officer blackafrican american question would still reaction mike brown gunned peer race question would still reaction mike brown white question would still end result death mike brown productive home work school running street people nothing world dangerous sincere ignorance conscientious stupidity martin luther king jr think safe say living dangerous time simple fact proving martin luther king jr quote unfortunately coming race supporting lost cause people cry wolf mj please repost﻿,True,False,False,False,True,True,False,False,False,False
want shoot hardly wait till one kid get trouble police get killed,True,True,True,False,False,False,False,False,False,False
make damn angry worthless thug got shot protest animal looting tearing shit neighborhood everyone think black community fucked fucked,True,True,False,False,True,True,False,False,False,False
stfu muslim piece shit cop fired ten round as better still let cut head pour pig blood throat willing bet dirty fckn islamic bastard set fire not even black,True,True,True,False,True,False,True,True,False,False
want know shot back front pretty much tell story shot back none rest matter,False,False,False,False,False,False,False,False,False,False
christian rock,False,False,False,False,False,False,False,False,False,False
michael brown home angel street devil no altar boy death,False,False,False,False,False,False,False,False,False,False
peggy tip hat,False,False,False,False,False,False,False,False,False,False
death ti white devil,True,False,False,False,True,True,False,False,False,False
shoot apprehend easier said done evidence presented michael brown still attackin darren shot twice people misconception like movie one gun shot anywhere body disable attacker false belief case people still attacking running shot time god sake cent shot time alive attacked ft somthing pound person back hard say im goin shoot apprehend michael brown copnducted like gentleman would not happened aggresive piece shit muslim shit head not better filled rage not answer anything progression come tolerance not violence,True,False,False,False,True,True,False,True,False,False
cuumm dowww heeeeerrrr lol come,False,False,False,False,False,False,False,False,False,False
love peggy,False,False,False,False,False,False,False,False,False,False
not want son death vain let u burn bitch stupid fuck destroying livelihood peaceful protest fucking as,True,True,False,True,False,False,False,False,False,False
thought deal situation driver working thing came getting car getting driver stoppes car come clean road self justice something support irrationally rationally,True,True,True,False,False,False,False,False,False,False
agree joe cop extremely difficult job not many qualified handle yes lot good cop however intelligent unplugged matrix joe always claim seems completely unaware ignoring reality country corrupt prison industrial complex tie failed judicial system well racial agenda behind police brutality,True,True,True,False,False,False,False,False,False,False
something wrong voice,False,False,False,False,False,False,False,False,False,False
brave woman brought tear eye,False,False,False,False,False,False,False,False,False,False
good cnn anchor ever seen,False,False,False,False,False,False,False,False,False,False
michael brown not positively identified assailant store supposed robbery darren wilson not aware robbery time encounter clearly racist unsubscribing,False,False,False,False,False,False,False,False,False,False
since start giving fuck joe rogan say anything not used make people eat bug shit social commentator come fuck,True,True,False,True,False,False,False,False,False,False
wtf not guy got mugged iphone ferguson video hilarious,False,False,False,False,False,False,False,False,False,False
move tazed arrested,False,False,False,False,False,False,False,False,False,False
okay literal fuck skittle tea lean,True,True,False,True,False,False,False,False,False,False
mother told thing god bless woman,False,False,False,False,False,False,False,False,False,False
californian deserve backup since elect people allow happen without consequence tried lived would shot runned,True,True,True,False,True,True,False,False,True,False
stupid nigger,True,False,False,False,True,True,False,False,False,False
know worse late work shot killed,True,True,True,False,False,False,False,False,False,False
watch video stef mention know truth fucking evidence need start happened whole thing started car kid ran cop ran kid turned around charged cop cop freak fuck start shooting kid come coming cop eventually got hit head end,True,True,True,False,False,False,False,False,False,False
drug,False,False,False,False,False,False,False,False,False,False
one thug named brown rushed cop frown six bullet later met creator homies burn town,True,True,True,False,True,True,False,False,False,False
would really love see car snow plow drive straight protester,True,True,True,False,False,False,False,False,False,False
childish cop sleep night,False,False,False,False,False,False,False,False,False,False
im white person always thought everyone treated fairly blm creating bunch bull threatening life others making harder cop take bad guy maybe not drawing weapon fast enough killing spirit hero killing spirit not putting enough comply no rushing burning house type thing bad cop neighborhood gang neighborhood heat taken emboldening not spirit life matter form racism blm causing feeling black life not matter peggy gave hope still hope still intelligence black community maybe still live together one less white guy willing join kkk peggy not blm,True,False,False,False,True,True,False,False,False,False
hey rogan tell good cop put bad one jail,False,False,False,False,False,False,False,False,False,False
staged event fake riotsdivid conquerfake news,False,False,False,False,False,False,False,False,False,False
kajieme powell shooting video disturbs many reason link video mentoned,False,False,False,False,False,False,False,False,False,False
arab piece shit acting like get harrassed parent store yet act like get treated like black people lol people steal store moron piece shit,True,True,False,True,True,True,False,False,False,False
cannot shoot tear gas professional soldier member public country absolutely fine,True,True,True,False,False,False,False,False,False,False
arab dude absolutely right not shot extra time shoot he attacking would stop attack shoot twice still attacking six time shoot kill opinion,False,False,False,False,False,False,False,False,False,False
rocket launcher take care lightly armored vehicle lol,True,True,True,False,False,False,False,False,False,False
perhaps start teaching black law education important instead treating special snowflake,True,False,False,False,True,True,False,False,False,False
white guy really concerned plight black community doubt spend time hanging around black guy community see world reacts react world not time either secondly think anyone even hoped drug charge feeling gunshot first fleeing shooter kind fantasy live must think black shit anything survival mechanism world would not police officer right thing give u comfort life want believe cop story another story cop get start cop harassment type antic cop kid give year old fat fuck think whip everybodys as sas hit kid door dumb as kid instead passing getting officer fired paid dollar injury push door back officer grab neck scuffle incurs kid fire punch grill black guy hit pretty hard see boxing cop see red open fire kid run foot far as get body reminds fat as not sprinter maybe shot starting set want negotiate cop executes lawful maybe story make sense,True,True,True,True,False,False,False,False,False,False
completely idiot minutrs fame,True,True,False,False,False,False,False,False,False,False
awesome job law enforcement send disrupt tear islamic extremist radical america thanks,True,False,False,False,True,False,False,True,False,False
black man say needed black life matter message needed not either orits,False,False,False,False,False,False,False,False,False,False
understand anger war not answer,False,False,False,False,False,False,False,False,False,False
think nit upset white people much black people get shot police every day would ignorant fuck racism nit problem militarized police seeing police culture sick disrespected police black man use violence best bet logical america fight back despite colour skin go furgson next time bring gun shoot back,True,True,True,True,False,False,False,False,False,False
much good data wish presented without speculation marijuana blunts emphasis rap lyric youtube video know friend could not ever hurt anyone guilty saw video saw take cigar shove guy way no reason try bring culturally normative thing admittedly ridiculous not indicate actual violence including rap lyric often complete bull otherwise done amazing job collecting wide range fact putting together generally great presentation thank greatly appreciate fear much good material dismissed due emphasis item admit really not mean anything,False,False,False,False,False,False,False,False,False,False
people ferguson loot oly thing goverment care economy fuck n make effort stop crooked cop,True,True,True,True,False,False,False,False,False,False
good,False,False,False,False,False,False,False,False,False,False
stefan molyneux sir dumbest smart guy ever researcher research enitre history blackman america understand thing way detachted reality comical,True,True,False,False,False,False,False,False,False,False
oh man thug life typesyou hilarious seriously fuckin riot look take three dollar pocket knife back pawnshop pull pant stop playing basstracks sedan rim cost car sit as back office belong criminal life not,True,False,False,False,True,True,False,False,False,False
guy love guy spends minute telus roll blunt,False,False,False,False,False,False,False,False,False,False
people sick man speaking truth yall mad trying justify young boy nothing shot killed smh yall devil disease earth glad sun burn ass extinction planet back half animal half devil cave beast,True,True,True,True,False,False,False,False,False,False
no racism equally worthless full metal jacket,False,False,False,False,False,False,False,False,False,False
gun use rubber bullet stupid russian news channel,True,True,False,False,False,False,False,False,False,False
liberal nonsense,True,False,False,False,True,False,False,False,False,False
body cam also air police run day day not cop screw,False,False,False,False,False,False,False,False,False,False
dat mask tho,False,False,False,False,False,False,False,False,False,False
confederation ill back,False,False,False,False,False,False,False,False,False,False
let steal convenience store let go punch cop face get shot time let get black people white apologist run around street setting building fire fucking dirty gutter rat living welfare causing violence look rest black people live dirties ebola plague ridden continent lucky white country come cure dumb ass,True,False,False,False,True,True,False,False,False,False
fuck mo kansa city,True,True,False,True,False,False,False,False,False,False
legal system inherently racist cnn reporter,True,True,False,False,False,False,False,False,False,False
wonder would twist slaverythe truth year slavery one sided bet fox news pay record,False,False,False,False,False,False,False,False,False,False
right loot right private property right destroy public property play victim card nothing change,False,False,False,False,False,False,False,False,False,False
not tazers,False,False,False,False,False,False,False,False,False,False
mr brown side oh dead,False,False,False,False,False,False,False,False,False,False
amen tell like sister amen,False,False,False,False,False,False,False,False,False,False
crazy thing thought office never anything want random people,False,False,False,False,False,False,False,False,False,False
watched zimmerman case video full shit smell hate seeping bringing rap music listens soundcloud nothing make charcter look foolish dangerous possible ever want respond fuck az wellyou go much effort destroy mike brown character bringing smoking habit nothing got shot tone perfectly chosen word use really make brown look like unstable look much detail u went trhu slay brown character,True,True,False,True,False,False,False,False,False,False
god narrator annoying lisp,False,False,False,False,False,False,False,False,False,False
law enforcement not trained shoot apprehend trained shoot kill thank wilson killing punk bitch,True,True,False,False,False,False,False,False,False,False
johnathan gentry november pm · no winner loser case heart prayer go michael brown family darren wilson family current leader seek make racial issue try divide country worker satan,False,False,False,False,False,False,False,False,False,False
mike brown criminal thug fuck,True,True,False,True,True,True,False,False,False,False
yeah right white shot black hell break lose black shot black no protest maybe start protest black shotting black buy thier story,True,False,False,False,True,True,False,False,False,False
lol trayvons online name nolimitnigga people got mad piece human trash like got shot,True,True,True,False,True,True,False,False,False,False
war year please war started three quarter million american died stop bitching,True,True,False,False,False,False,False,False,False,False
man zionist jew look ypu see jewnesss face cnn employ zionist sympathiser neocon racist wolf blitzer emplpyeee,True,False,False,False,True,True,False,False,False,False
anyone know irradiating commercial strawberry seed mine wont germinate,False,False,False,False,False,False,False,False,False,False
call anarchist defend cop shooting unarmed civilian highly disappointed beginning video referred square not know blunt much worse stefan incredibly touch evidence complete ignorance towards blackhip hop culture slang start smoking blunts listening hip hop would likely gain enlightened understanding life like lower class america,False,False,False,False,False,False,False,False,False,False
plenty white people care exact view woman deemed racist stopped caring,False,False,False,False,False,False,False,False,False,False
guess never done anything wrong life according analysis police right shoot six time make sure dead already dead proud officer tell everything hope child,False,False,False,False,False,False,False,False,False,False
protester suck,True,True,False,True,False,False,False,False,False,False
maybe not know exact story understood supposed case grown man shooting kid not supposed racial guy letting hate whether anti black anti white seem forgetting going police officer shot innocent kid want justice not fckin race moment pick race side become fckin joke dont give rat as many black killed white vice versa want know fck police officer walking free emptying motherfckin gun child,True,True,False,True,False,False,False,False,False,False
hilarious seeing moron get hit car,True,True,True,False,False,False,False,False,False,False
comment nothing topic videobut someone please set stefans rapping actual beat would epic,False,False,False,False,False,False,False,False,False,False
mansur ballbey not thug worked fedex not house served warrant not video brandishing gun shot back illegal u police officer st louis pd not releasing data know shot killed error ballbey no criminal record hubbard illegal going national tv slandering ballbeys son frankly would sue,False,False,False,False,False,False,False,False,False,False
fucking dumbass attention whore causing problem,True,True,False,True,False,False,False,False,False,False
not brown daily killing nonwhites white cop reality,False,False,False,False,False,False,False,False,False,False
could not help laughing started reciting rap lyric good,False,False,False,False,False,False,False,False,False,False
bitch talking people like dylan roof james holmes jared loughner jerad miller tim mcveigh jared loughner jim david adkisson paul hill scott roeder frazier glen miller jr elliot rodger buford furrow john r houser etc right,True,True,False,False,False,False,False,False,False,False
freaking people still racist police still awful,True,True,False,False,False,False,False,False,False,False
dirty mongrel,True,True,False,False,False,False,False,False,False,False
black life splatter,True,True,True,False,False,False,False,False,False,False
experienced racism side racist white,False,False,False,False,False,False,False,False,False,False
arrested blocking highway want protest somewhere else,False,False,False,False,False,False,False,False,False,False
would’ve satisfying someone threw molotov middle group,True,True,True,False,False,False,False,False,False,False
mr hubbard get jamyla bolden died needlessly,False,False,False,False,False,False,False,False,False,False
obstructing interstate commerce federal felony offence cop useless blm democrat modern version racist terroristic kkk also created not protester rioter driver first row car wimp imagine dying ambulance stopped traffic jam mile long,True,True,False,False,False,False,False,False,False,False
iz not nuffinz,False,False,False,False,False,False,False,False,False,False
nicely done,False,False,False,False,False,False,False,False,False,False
cannot stop revolution well year would say done pretty good job far,False,False,False,False,False,False,False,False,False,False
truck foghorn,False,False,False,False,False,False,False,False,False,False
not county go back middle east county b,True,False,False,False,True,True,False,False,False,False
no dumber people earth american,True,False,False,False,True,True,False,False,True,False
run,True,True,True,False,False,False,False,False,False,False
great vid,False,False,False,False,False,False,False,False,False,False
love rap section,False,False,False,False,False,False,False,False,False,False
tell breaking law blocking interstate traffic let get hit vehicle told leave not driver vehicle noy charged injury incurred billed retard standing street,True,True,False,False,False,False,False,False,False,False
darren wilson stand trial prove acted self defense jury open court law george zimmerman michael dunn could not grand jury operates secret cannot trusted no government trusted operates secret,False,False,False,False,False,False,False,False,False,False
guess suck construction worker show prove entire video wrong,True,True,False,True,False,False,False,False,False,False
criminal kid get shot police almost everyday plus mike brown bad criminal record started fight,False,False,False,False,False,False,False,False,False,False
u government killing population,True,True,True,False,False,False,False,False,False,False
parent one kid failed one job parent dont raise cunt,True,True,False,False,False,False,False,False,False,False
guess misread joe ever seen anyone put place swiftly eloquently not even sure realizes,False,False,False,False,False,False,False,False,False,False
living final day going get worse,False,False,False,False,False,False,False,False,False,False
run black cunt,True,True,True,True,True,True,False,False,False,False
leave video sometimes truth hurt thank posting video,False,False,False,False,False,False,False,False,False,False
black,True,False,False,False,True,True,False,False,False,False
not let elite divide conquer tactic work want keep u racially divided never rise,True,True,True,False,False,False,False,False,False,False
thus collapse usa two possibility considered whereby one boil dictatorship evil reprisal possibility may new reconstruction people fundamentally conscious responsibility attain government really everything bring effective valuable new start whether actually occur currently extremely questionable presently totalitarian manner everything directed towards interest economic military political cultural – well towards strict fundamentalist religioussectarian – based enormous lie devious misanthropic criminal felonious machination every imaginable regard also mean population usa spied upon secret service even severely within neighbourhood forth every possible manner restricted freedom addition violence emerges form openly covertly﻿,False,False,False,False,False,False,False,False,False,False
thank right onblack people going vote democrat yearthats race baiting aboutdemocrats rallying basesmh,False,False,False,False,False,False,False,False,False,False
sad god still control know tired michael derren wrong right god know let last judge,False,False,False,False,False,False,False,False,False,False
fucking douche bag,True,True,False,True,False,False,False,False,False,False
going viral already viewed police u,False,False,False,False,False,False,False,False,False,False
cnn joke,True,True,False,False,False,False,False,False,False,False
found channel one favs already thank u vids r excellent,False,False,False,False,False,False,False,False,False,False
flat racist say one race cannot represent another equally majority black voted white people mean black voted not vote best interest elected white official cannot represent black voter put himher office,False,False,False,False,False,False,False,False,False,False
